student_id,student_name,age,gender,country,state,education_level,employment_status,industry,years_of_experience,course_name,course_category,course_fee,engagement_score,progress_percent,enrollment_date,last_active_date,assignment_submission_rate,attendance_rate,satisfaction_rating,dropout_probability,dropout_status
136,"Praneel Sathe",25,Other,India,Maharashtra,Graduate,unknown,Marketing,9.6,"Quantitative Finance with Python",Finance,2100,0.6,0,2023-01-20,2025-01-17,0.33,0.53,2,0.45,"May Leave"
137,,33,Other,India,Delhi,Diploma,Employed,Education,0,"Deep Learning Essentials","AI & Data Science",2400,0.6,0,2020-02-21,2025-01-24,0.42,0.99,1,0.31,"Not Likely"
138,,31,Female,India,Maharashtra,Undergraduate,Employed,IT,0,"Personal Finance Mastery",Finance,1700,0.7,0,2023-10-27,2025-04-06,0.62,0.71,0,0.36,"Not Likely"
139,"Bhavna Swaminathan",44,Other,India,Maharashtra,Undergraduate,Unemployed,Marketing,0,"Data Science Bootcamp","AI & Data Science",2550,0.86,0,2021-04-12,2025-02-04,0.98,0.91,1,0.23,"Not Likely"
140,"Panini Dewan",32,Other,India,"West Bengal",Undergraduate,Freelancer,Education,7.8,"Negotiation & Influence",Business,1400,0.18,82,2025-04-24,2025-04-10,0.98,0.82,5,0.44,"May Leave"
141,"Richard George",32,unknown,Canada,Quebec,Diploma,Freelancer,Finance,1,"Prompt Engineering for LLMs","AI & Data Science",2750,0.68,0,2023-10-06,0000-00-00,0.85,0.72,4,0.36,"Not Likely"
142,"Kenneth Jennings Jr.",32,Male,Canada,Ontario,Postgraduate,Unemployed,Marketing,0,"AI for Business","AI & Data Science",2200,0.7,89,2021-10-14,2025-03-29,0.53,0.67,0,0.25,"Not Likely"
143,"Irmhild Hertrampf",32,Female,Germany,Bavaria,Undergraduate,Unemployed,Finance,7,"Organizational Behavior",HR,1150,0.06,72,2021-08-05,0000-00-00,0.38,0.86,5,0.5,"May Leave"
144,"Caitlin Gilbert",30,unknown,Singapore,Singapore,Graduate,Student,IT,0,"Data Science Bootcamp","AI & Data Science",2400,0.04,46,2024-06-19,2025-02-19,0.95,0.46,2,0.71,"Likely to Leave"
145,"Nilima Rana",32,Male,India,"Tamil Nadu",Undergraduate,Employed,Others,7,"SEO & Content Strategy",Marketing,1500,0.82,0,2024-04-04,0000-00-00,0.17,0.7,0,0.31,"Not Likely"
146,"Bernward Mühle-Bender",32,unknown,Germany,Bavaria,unknown,Freelancer,Marketing,0,"Computer Vision Crash Course","AI & Data Science",2300,0.08,0,2025-01-13,2025-01-25,0.34,0.9,3,0.55,"May Leave"
147,"Kyle Davis",21,Other,Australia,"New South Wales",unknown,unknown,Education,0,"Investment Banking 101",Finance,2150,0.2,0,2025-03-07,2025-01-08,0.15,0.6,3,0.59,"May Leave"
148,"Wayne Morgan",21,Female,Australia,"New South Wales",unknown,Student,,0,"Business Analytics with Excel",Business,1400,0.81,0,2022-10-17,2025-04-14,0.6,0.5,0,0.38,"Not Likely"
149,"Sai Choudhary",32,Male,India,Delhi,Postgraduate,Freelancer,Education,0,"Strategic Thinking",Business,1450,0.21,39,2024-06-08,2025-05-01,0.96,0.87,4,0.54,"May Leave"
150,"Jose Trujillo",27,Other,Australia,Victoria,Undergraduate,Unemployed,Finance,8.2,"MLOps Mastery","AI & Data Science",2550,0.06,0,2020-10-21,2025-03-20,0.45,0.44,2,0.69,"May Leave"
151,"Siddharth Sethi",22,unknown,India,Karnataka,Graduate,unknown,Others,0,"Personal Finance Mastery",Finance,1850,0.31,0,2020-05-09,2025-03-25,0.56,0.49,3,0.58,"May Leave"
152,"Chatura Vora",38,Male,India,"Tamil Nadu",Diploma,Student,Education,2.1,"NLP in Action","AI & Data Science",2250,0.73,0,2022-05-21,2025-02-08,0.54,0.58,2,0.38,"Not Likely"
153,"Terry Krause",21,Other,USA,California,unknown,Employed,Others,0,"Logistics & Supply Chain",Operations,1550,0.02,0,2020-08-22,2025-03-31,0.64,0.58,4,0.67,"May Leave"
154,"Nathan Pearson-Smith",32,Male,UK,England,Postgraduate,Freelancer,Finance,4.4,"Quantitative Finance with Python",Finance,2250,0.36,80,2023-06-30,2025-03-07,0.23,0.48,5,0.47,"May Leave"
155,"Timothy Chavez",32,Male,Singapore,Singapore,Postgraduate,Freelancer,Marketing,0,"Deep Learning Essentials","AI & Data Science",2400,0.66,0,2024-02-11,2025-03-05,0.59,1,2,0.29,"Not Likely"
156,"Courtney Foley",36,Female,USA,California,Undergraduate,Employed,Finance,2.1,"Fintech Fundamentals",Finance,1900,0.88,91,2021-07-03,2025-01-30,0.89,0.43,0,0.25,"Not Likely"
157,"Henry Hawkins",32,unknown,Australia,Queensland,unknown,Employed,Education,0,"Organizational Behavior",HR,1300,0.04,0,2024-06-25,2025-03-09,0.95,0.57,5,0.66,"May Leave"
158,"Ekanta Narang",24,Female,India,"West Bengal",Undergraduate,Freelancer,,0,"HR Analytics",HR,1450,0.07,0,2024-03-25,2025-02-01,0.03,0.49,3,0.68,"May Leave"
159,"Megan Flynn",43,unknown,UK,Scotland,Postgraduate,Employed,Others,0,"Business Communication",Business,1300,0.96,98,2024-11-21,0000-00-00,0.3,0.88,2,0.06,"Not Likely"
160,"Gregory Peterson",32,Other,Australia,"New South Wales",Undergraduate,Unemployed,,6.3,"Business Communication",Business,1300,0.51,79,2024-10-25,2025-03-31,0.11,0.99,0,0.26,"Not Likely"
161,"Abhiram Savant",28,Female,India,Delhi,Postgraduate,unknown,IT,9.6,"Social Media Marketing",Marketing,1600,0.75,0,2021-09-06,2025-03-11,0.17,0.42,0,0.42,"May Leave"
162,"Scott Howe",33,unknown,UK,Scotland,unknown,Freelancer,Education,0,"Negotiation & Influence",Business,1500,0.78,0,2024-04-15,0000-00-00,0.77,0.61,2,0.35,"Not Likely"
163,,21,unknown,India,"West Bengal",Graduate,Student,Marketing,0,"Business Analytics with Excel",Business,1400,0.79,0,2025-01-12,2025-02-13,0.25,0.53,4,0.37,"Not Likely"
164,"Umang Dayal",25,Other,India,"Tamil Nadu",Diploma,unknown,IT,0,"Performance Management",HR,1350,0.95,0,2024-04-25,2025-03-09,0.88,1,4,0.17,"Not Likely"
165,"Duncan Murphy",32,Female,UK,England,Postgraduate,Student,Others,0,"Personal Finance Mastery",Finance,1700,2.21,0,2021-06-18,2025-04-14,0.05,0.97,2,0.36,"Not Likely"
166,"Simon Doctor",26,Other,India,"West Bengal",unknown,unknown,,8.6,"Organizational Behavior",HR,1150,2.21,0,2023-06-23,2025-02-05,0.4,0.78,4,0.42,"May Leave"
167,"Christopher Hernandez",29,Male,USA,"New York",Diploma,Employed,Education,2.1,"LLMs and Generative AI","AI & Data Science",2600,0.92,87,2023-01-28,0000-00-00,0.67,0.43,2,0.24,"Not Likely"
168,"Tristan Ramesh",32,Female,India,"West Bengal",Graduate,Unemployed,Education,0.8,"Computer Vision Crash Course","AI & Data Science",2300,0.85,14,2020-12-08,2025-04-08,0.17,0.98,5,0.32,"Not Likely"
169,"Ekta Rastogi",32,Female,India,Delhi,Postgraduate,unknown,Finance,4.9,"MLOps Mastery","AI & Data Science",2450,0.53,0,2021-09-28,2025-02-23,0.44,0.66,1,0.44,"May Leave"
170,"Saksham Kalita",32,Other,India,Delhi,Diploma,Employed,,0,"Project Management Pro",Operations,1750,0.4,0,2021-05-26,2025-04-30,0.71,0.76,2,0.46,"May Leave"
171,"Kalpit Dyal",38,Female,India,Maharashtra,Postgraduate,Employed,Marketing,7.1,"Operations Strategy",Operations,1550,0.23,0,2022-10-24,2025-04-01,0.18,0.58,0,0.58,"May Leave"
172,"Ekanta Deshpande",32,Female,India,"Tamil Nadu",Graduate,Employed,Marketing,3.5,"AI Product Management","AI & Data Science",2600,0.9,99,2020-08-20,2025-02-18,0.74,0.91,1,0.07,"Not Likely"
173,"Ryan Goyal",43,Male,India,"West Bengal",Diploma,Unemployed,Finance,6.6,"Social Media Marketing",Marketing,1700,0.81,0,2021-03-28,2025-02-23,0.26,0.93,4,0.25,"Not Likely"
174,"Chakradev Dyal",40,Male,India,Delhi,Undergraduate,Freelancer,IT,0,"Data Science Bootcamp","AI & Data Science",2550,0.03,0,2022-05-14,2025-03-03,0.22,0.62,5,0.65,"May Leave"
175,"Stuart Terry",38,Female,USA,"New York",Graduate,Student,Marketing,0,"MLOps Mastery","AI & Data Science",2600,0.72,0,2020-11-22,0000-00-00,0.84,0.41,0,0.44,"May Leave"
176,"Isaac Odom",44,Female,Australia,Queensland,Graduate,Unemployed,IT,0,"Branding & Consumer Behavior",Marketing,1650,0.29,16,2023-01-23,2025-01-25,0.2,0.75,0,0.61,"May Leave"
177,"Amy Braun",29,Male,Canada,Ontario,Undergraduate,Employed,Education,2.9,"Quantitative Finance with Python",Finance,2250,0.89,82,2021-06-23,2025-04-26,0.05,0.97,0,0.11,"Not Likely"
178,"William Bryant",32,unknown,Australia,Queensland,Undergraduate,unknown,IT,0,"Leadership Development",HR,1350,0.32,0,2022-04-11,2025-04-11,0.39,0.66,4,0.52,"May Leave"
179,"Balthasar Hänel",22,Other,Germany,Bavaria,Diploma,Student,Others,9.5,"Data Engineering with Python","AI & Data Science",2500,0.21,30,2023-07-05,0000-00-00,0.95,0.42,3,0.7,"May Leave"
180,"Wishi Shan",32,unknown,India,"West Bengal",unknown,Unemployed,Marketing,0,"Investment Banking 101",Finance,2100,0.37,0,2022-09-08,2025-03-27,0.88,0.91,0,0.43,"May Leave"
181,"Charles Williams",28,Male,Canada,Quebec,unknown,Freelancer,Education,0,"Talent Acquisition & Hiring",HR,1400,0.43,0,2024-05-31,2025-01-24,0.28,0.9,4,0.56,"May Leave"
182,"Caleb Kumar",32,Female,India,Karnataka,unknown,unknown,Finance,0,"LLMs and Generative AI","AI & Data Science",2700,0.14,0,2023-05-29,0000-00-00,0.38,0.43,2,0.67,"May Leave"
183,"Lindsey Montgomery",32,Male,USA,California,Undergraduate,Student,Finance,0,"Organizational Behavior",HR,1250,0.86,38,2024-09-28,2025-04-24,0.99,0.9,4,0.27,"Not Likely"
184,"Curtis Wilson",27,Other,Canada,Alberta,Graduate,Student,Marketing,6.2,"Investment Banking 101",Finance,2150,0.94,0,2020-10-11,0000-00-00,0.12,0.46,4,0.34,"Not Likely"
185,"Stacey Allen",32,Other,USA,"New York",Graduate,Unemployed,Education,8.6,"Machine Learning Pro","AI & Data Science",2350,0.27,85,2022-03-06,2025-04-06,0.96,0.91,3,0.36,"Not Likely"
186,"Jeremiah Barnes",19,unknown,Australia,"New South Wales",Diploma,Employed,Others,0,"Leadership Development",HR,1450,0.6,0,2024-08-21,2025-01-06,0.16,0.57,2,0.44,"May Leave"
187,"Ranveer Buch",32,Male,India,"West Bengal",Diploma,Employed,Others,2.4,"AI for Business","AI & Data Science",2100,0.63,0,2023-01-02,2025-05-03,0.77,0.94,2,0.32,"Not Likely"
188,"Ladli Chopra",32,unknown,India,"West Bengal",unknown,Employed,Marketing,0,"Talent Acquisition & Hiring",HR,1400,0.45,0,2023-02-07,2025-01-11,0.47,0.87,1,0.41,"May Leave"
189,"Leanne Gibbons",32,Female,UK,Scotland,Undergraduate,Freelancer,Marketing,0,"HR Analytics",HR,1400,0.86,88,2020-04-25,2025-04-23,0.77,0.56,3,0.22,"Not Likely"
190,"Mark Miller",32,Male,UK,"Northern Ireland",Graduate,unknown,Finance,0,"Leadership Development",HR,1450,0.88,0,2022-07-16,2025-04-19,0.3,1,1,0.35,"Not Likely"
191,"Anvi Ramakrishnan",43,unknown,India,"Tamil Nadu",Postgraduate,unknown,IT,6.4,"AI for Business","AI & Data Science",2100,0.18,0,2022-11-26,2025-03-07,0.79,0.65,1,0.58,"May Leave"
192,"Rayaan Chadha",32,Other,India,Karnataka,Postgraduate,unknown,,0,"AI for Business","AI & Data Science",2200,0.07,0,2024-11-15,2025-02-09,0.41,0.95,0,0.54,"May Leave"
193,"Alexander Wright",32,Male,UK,Wales,Undergraduate,unknown,,0.2,"Data Science Bootcamp","AI & Data Science",2500,0.31,0,2024-11-23,2025-01-19,0.03,0.91,2,0.45,"May Leave"
194,"Rebecca Lloyd",32,unknown,Canada,"British Columbia",Diploma,Unemployed,IT,9.2,"Branding & Consumer Behavior",Marketing,1650,0.72,23,2024-10-19,0000-00-00,0.48,0.44,4,0.51,"May Leave"
195,"Ikshita Manda",32,Other,India,"Tamil Nadu",Undergraduate,Student,IT,0,"Entrepreneurship Essentials",Business,1500,0.38,0,2020-05-29,2025-02-03,0.89,0.81,2,0.45,"May Leave"
196,"Claudia Wallace",32,Male,USA,Texas,Undergraduate,Employed,Finance,6,"Business Communication",Business,1200,0.61,0,2023-02-15,2025-04-16,0.92,0.91,3,0.33,"Not Likely"
197,"Chakradhar Memon",23,unknown,India,"Tamil Nadu",Postgraduate,Unemployed,Others,0,"Investment Banking 101",Finance,2150,0.18,0,2023-06-24,2025-03-19,0.46,0.89,4,0.51,"May Leave"
198,"Felicia Davis",32,Other,Canada,Quebec,Graduate,Employed,Others,0,"MLOps Mastery","AI & Data Science",2550,0.21,0,2021-04-25,2025-04-21,0.13,0.52,3,0.61,"May Leave"
199,,32,Male,India,"Tamil Nadu",Undergraduate,unknown,Finance,0,"HR Analytics",HR,1450,0.95,0,2024-10-08,2025-03-27,0.75,0.81,1,0.23,"Not Likely"
200,"Judith Padilla",25,Male,Canada,Ontario,Diploma,Student,Others,6,"Quantitative Finance with Python",Finance,2250,0.18,1,2021-05-21,0000-00-00,0.65,0.51,4,0.77,"Likely to Leave"
201,"Jeremy Marshall",32,unknown,USA,California,unknown,Employed,,0.2,"AI for Business","AI & Data Science",2100,0.19,99,2025-04-19,2025-02-25,0.48,0.98,1,0.33,"Not Likely"
202,"Jocelyn Cooper",25,unknown,Australia,Queensland,unknown,unknown,Finance,0,"LLMs and Generative AI","AI & Data Science",2600,0.81,0,2024-12-14,2025-03-14,0.23,0.58,0,0.35,"Not Likely"
203,"Girindra Gade",32,Male,India,Karnataka,unknown,Student,Others,0,"Digital Marketing Bootcamp",Marketing,1800,0.03,15,2023-02-22,2025-03-16,0.72,0.73,4,0.72,"Likely to Leave"
204,"Mrs. Kristen Strickland",32,Male,USA,Texas,Diploma,Employed,Others,0.8,"HR Analytics",HR,1400,0.24,77,2022-12-25,2025-04-12,0.09,0.45,3,0.54,"May Leave"
205,"Charvi Dhingra",25,Female,India,Maharashtra,Postgraduate,Unemployed,Education,1.5,"Computer Vision Crash Course","AI & Data Science",2150,0.87,0,2025-01-20,2025-01-24,0.96,0.93,4,0.22,"Not Likely"
206,"Diana Lopez",28,unknown,Singapore,Singapore,Graduate,Employed,,0,"Logistics & Supply Chain",Operations,1450,0.72,17,2024-08-12,2025-01-26,0.46,0.91,5,0.39,"Not Likely"
207,"Nancy Henry",32,Male,Australia,Victoria,Diploma,Student,Others,0,"NLP in Action","AI & Data Science",2250,0.89,87,2025-02-16,0000-00-00,0.72,0.68,4,0.18,"Not Likely"
208,"Gaurav Gill",20,Other,India,Karnataka,Diploma,unknown,Marketing,0,"AI Product Management","AI & Data Science",2600,0.01,0,2024-10-30,2025-05-02,0.83,0.93,3,0.57,"May Leave"
210,"Nathaniel Vig",32,Female,India,Karnataka,unknown,Unemployed,Education,0,"NLP in Action","AI & Data Science",2350,0.64,28,2022-03-31,2025-02-03,0.69,0.45,5,0.52,"May Leave"
211,"Dayamai Oza",30,Female,India,"West Bengal",Undergraduate,Freelancer,IT,0,"AI Product Management","AI & Data Science",2650,2.21,15,2024-05-27,2025-04-24,0.13,0.69,2,0.55,"May Leave"
212,"Ronith Raja",32,Other,India,"West Bengal",unknown,Student,Finance,0,"Financial Modeling",Finance,2050,0.33,11,2022-03-04,2025-02-21,0.64,0.43,0,0.71,"Likely to Leave"
213,"Herr Walfried Gumprich B.A.",27,unknown,Germany,Hesse,unknown,Student,Marketing,0,"Prompt Engineering for LLMs","AI & Data Science",2750,0.39,18,2022-07-30,2025-04-30,0.97,0.59,0,0.61,"May Leave"
214,"Jose Booker",32,unknown,Canada,"British Columbia",Undergraduate,Freelancer,IT,0,"Logistics & Supply Chain",Operations,1450,0.01,0,2025-01-19,2025-03-21,0.05,0.99,2,0.55,"May Leave"
215,"Arjun Lal",32,Male,India,Delhi,Postgraduate,Freelancer,IT,7,"Performance Management",HR,1300,0.92,0,2023-11-10,2025-02-02,0.49,0.86,5,0.22,"Not Likely"
216,"Warjas Dube",32,unknown,India,"Tamil Nadu",Graduate,Employed,Finance,0,"Strategic Thinking",Business,1300,0.79,5,2020-09-25,2025-04-18,0.13,0.83,2,0.42,"May Leave"
217,"Aradhana Basu",32,Other,India,"Tamil Nadu",Postgraduate,Employed,,4,"Entrepreneurship Essentials",Business,1650,0.97,0,2022-03-24,2025-02-01,0.9,0.87,2,0.2,"Not Likely"
218,"Univ.Prof. Inga Wesack B.Sc.",32,Female,Germany,Bavaria,Graduate,Student,Education,2.7,"Quantitative Finance with Python",Finance,2200,0.3,100,2022-06-13,2025-03-27,0.94,0.83,4,0.33,"Not Likely"
219,"Brian Adams",32,unknown,Australia,"New South Wales",Diploma,unknown,Finance,0,"Business Communication",Business,1300,0.67,31,2021-12-24,2025-01-18,0.88,0.91,5,0.37,"Not Likely"
220,"Kashvi Gara",43,Other,India,Delhi,Graduate,Unemployed,Marketing,7.4,"Operations Strategy",Operations,1400,0.98,0,2020-12-03,2025-03-31,0.68,0.57,1,0.29,"Not Likely"
221,"Arin Grewal",36,Female,India,"West Bengal",Undergraduate,Student,IT,0,"Fintech Fundamentals",Finance,1800,0.64,0,2022-12-19,2025-02-21,0.87,0.74,0,0.37,"Not Likely"
222,"Ishita Chokshi",27,unknown,India,"Tamil Nadu",Diploma,Employed,IT,5.8,"Prompt Engineering for LLMs","AI & Data Science",2800,0.37,0,2020-08-19,2025-02-20,0.68,0.89,3,0.44,"May Leave"
223,"Edward Taylor",32,unknown,Canada,"British Columbia",Postgraduate,Freelancer,Marketing,0,"Deep Learning Essentials","AI & Data Science",2450,0.6,0,2020-04-08,2025-02-12,0.52,0.86,0,0.35,"Not Likely"
224,"Sanya Chaudry",22,Other,India,"Tamil Nadu",Postgraduate,Student,Education,0,"Computer Vision Crash Course","AI & Data Science",2250,0.01,49,2020-12-05,2025-02-05,0.25,0.48,1,0.71,"Likely to Leave"
225,"Susan Cardenas",31,Female,Singapore,Singapore,unknown,unknown,Marketing,8.3,"NLP in Action","AI & Data Science",2400,0.32,0,2023-04-19,2025-04-04,0.21,0.42,3,0.6,"May Leave"
226,"Shannon Escobar",32,unknown,Australia,"New South Wales",Postgraduate,Employed,Others,8.7,"Lean Six Sigma",Operations,1650,0.44,95,2021-10-29,2025-03-16,0.2,0.64,5,0.35,"Not Likely"
227,"Christine Frederick",42,Male,USA,Illinois,Graduate,unknown,Education,0,"Entrepreneurship Essentials",Business,1650,2.21,0,2022-12-21,2025-04-13,0.96,0.94,4,0.37,"Not Likely"
228,"Reginald Lyons",22,Other,USA,"New York",unknown,Unemployed,Education,0,"SEO & Content Strategy",Marketing,1650,0.33,22,2023-06-10,2025-02-03,0.57,0.46,0,0.66,"May Leave"
229,"Cheryl Harrison",28,Male,Australia,Queensland,Undergraduate,Unemployed,Finance,0,"Leadership Development",HR,1450,0.81,25,2021-09-24,2025-04-06,0.6,0.43,0,0.47,"May Leave"
230,,39,Female,UK,Wales,Diploma,Unemployed,Marketing,0,"Financial Modeling",Finance,2050,0.57,0,2021-09-11,2025-02-06,0.39,0.59,3,0.45,"May Leave"
231,"Aadhya Sarma",34,Female,India,Karnataka,unknown,Employed,Finance,3.4,"Leadership Development",HR,1500,0.58,0,2023-01-03,2025-04-24,0.23,0.53,0,0.46,"May Leave"
232,"Odika Bhagat",32,Female,India,Karnataka,Diploma,Freelancer,IT,0,"Computer Vision Crash Course","AI & Data Science",2300,0.71,0,2021-09-14,2025-03-08,0.42,0.65,1,0.37,"Not Likely"
233,"Advika Gola",32,Male,India,Karnataka,Undergraduate,Unemployed,Finance,6.9,"Project Management Pro",Operations,1600,0.65,56,2023-01-28,2025-03-16,0.14,0.49,5,0.42,"May Leave"
234,,36,Male,India,"West Bengal",Graduate,Employed,IT,0,"Data Engineering with Python","AI & Data Science",2600,0.05,0,2022-07-04,2025-01-18,0.61,0.89,3,0.56,"May Leave"
235,"Kamya Nayak",32,unknown,India,"West Bengal",Postgraduate,Employed,Others,0,"Business Communication",Business,1350,0.23,1,2021-02-17,2025-04-03,0.01,0.57,3,0.73,"Likely to Leave"
236,"Girindra Barad",32,unknown,India,Karnataka,unknown,Freelancer,,0,"Strategic Thinking",Business,1450,0.75,0,2022-04-03,2025-03-13,0.41,0.7,4,0.34,"Not Likely"
237,"Lori Gallagher",32,unknown,Australia,Victoria,Graduate,Unemployed,Others,5.2,"AI for Business","AI & Data Science",2100,1,20,2022-09-24,0000-00-00,0.22,0.85,3,0.28,"Not Likely"
238,"Seth Morales",32,unknown,Canada,"British Columbia",Diploma,Student,IT,0,"Performance Management",HR,1300,0.36,0,2020-03-20,2025-04-27,0.22,0.6,1,0.53,"May Leave"
239,"Radhika Kakar",32,Female,India,"West Bengal",Undergraduate,Freelancer,,0,"Fintech Fundamentals",Finance,1950,0.56,74,2021-08-07,2025-04-18,0.93,0.6,2,0.37,"Not Likely"
240,,43,Male,India,Karnataka,Undergraduate,unknown,Others,2.7,"Leadership Development",HR,1500,0.62,33,2021-04-19,2025-03-11,0.56,0.44,2,0.52,"May Leave"
241,"Katherine Hudson",42,Other,USA,Illinois,Diploma,Student,Finance,8.8,"Data Science Bootcamp","AI & Data Science",2400,0.52,63,2025-01-11,2025-03-06,0.6,0.76,5,0.38,"Not Likely"
242,"Ati Sami",26,Female,India,Karnataka,Postgraduate,unknown,Others,0,"Social Media Marketing",Marketing,1700,0.03,92,2020-04-23,2025-03-11,0.47,0.93,5,0.43,"May Leave"
243,"Samuel Palla",32,unknown,India,Delhi,Undergraduate,Student,Finance,0,"Negotiation & Influence",Business,1500,2.21,0,2022-05-30,2025-04-22,0.93,0.47,4,0.51,"May Leave"
244,"Clinton Moore",40,Other,Canada,Ontario,Undergraduate,Student,Finance,0,"Business Communication",Business,1200,0.11,0,2024-05-12,2025-03-30,0.86,0.86,5,0.55,"May Leave"
245,"Vivaan Yogi",32,unknown,India,Karnataka,Graduate,unknown,IT,0,"Machine Learning Pro","AI & Data Science",2300,0.67,79,2022-05-23,2025-02-22,0.26,0.61,1,0.31,"Not Likely"
246,"Jason Parsa",32,Male,India,"Tamil Nadu",Diploma,Freelancer,Marketing,0,"Digital Marketing Bootcamp",Marketing,1800,0.56,0,2024-11-23,2025-03-10,0.54,0.55,3,0.46,"May Leave"
247,"Lisa Miller",32,unknown,USA,California,unknown,unknown,,0,"Data Science Bootcamp","AI & Data Science",2550,0.21,0,2020-04-25,2025-04-02,0.2,0.58,4,0.59,"May Leave"
248,"Cassandra Mcdaniel",32,Male,USA,"New York",Diploma,unknown,Others,0,"Business Communication",Business,1300,0.74,0,2020-07-29,2025-02-12,0.66,0.71,4,0.34,"Not Likely"
249,"Sarah Gray",37,Female,USA,California,unknown,Employed,Education,0,"Machine Learning Pro","AI & Data Science",2200,0.22,0,2022-08-01,2025-04-05,0.5,0.41,0,0.64,"May Leave"
250,"Rachel Carlson",32,Female,Canada,Ontario,Diploma,Freelancer,Marketing,0,"Deep Learning Essentials","AI & Data Science",2400,0.58,97,2021-02-07,2025-04-15,0.07,0.91,3,0.2,"Not Likely"
251,,32,Other,India,"Tamil Nadu",Postgraduate,Freelancer,Marketing,0,"MLOps Mastery","AI & Data Science",2450,0.7,64,2023-08-04,2025-02-08,0.2,0.87,5,0.27,"Not Likely"
252,"Ayushman Hora",35,unknown,India,"Tamil Nadu",Graduate,Student,Finance,0,"Operations Strategy",Operations,1550,0.51,0,2022-02-26,2025-02-04,0.57,0.52,0,0.49,"May Leave"
253,"Dr. Valerie Holt MBA.",32,Other,Germany,Bavaria,Diploma,Employed,Marketing,0,"Personal Finance Mastery",Finance,1700,0.02,43,2023-05-28,2025-03-06,0.99,0.74,5,0.64,"May Leave"
254,"Nakul Samra",32,Female,India,Karnataka,Graduate,unknown,Education,0,"Lean Six Sigma",Operations,1600,0.35,99,2022-05-13,2025-05-04,0.3,0.62,4,0.38,"Not Likely"
255,"Crystal Grant",45,unknown,USA,Florida,Undergraduate,Employed,Marketing,0,"Performance Management",HR,1200,2.21,11,2020-10-29,2025-02-13,0.03,0.51,3,0.61,"May Leave"
256,"Kate Butcher",32,Male,UK,Wales,Undergraduate,Unemployed,IT,8.4,"Logistics & Supply Chain",Operations,1450,0.4,0,2023-11-03,2025-01-28,0.94,0.87,3,0.43,"May Leave"
